date,open,high,low,close,volume,prev_open,prev_high,prev_low,prev_close,prev_volume,volume_obv,momentum_rsi,trend_adx,trend_macd,trend_macd_signal,trend_macd_diff,volatility_bbm,volatility_bbh,volatility_bbl,vol_5,vol_10,vol_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,lr_open,lr_high,lr_low,lr_close,r_volume,sent_score_news,sent_score_twitter,selic
2018-02-06,11.9514576849363,12.54871288024944,11.900627455547951,12.54871288024944,53949700.0,12.485175093514,12.688496011067407,12.29456173330768,12.383514634737296,42550300.0,807793600.0,65.56506378480202,50.259051474485375,0.5819213987754281,0.5543679199956146,0.0275534787798135,11.84407882535341,13.300338838841949,10.387818811864872,0.2448637819233082,0.4008227838092019,0.7470456244232369,12.668163919312068,12.475644425503685,11.84407882535341,12.560549492675722,12.384856753981389,11.932570046266036,-0.0436886950023311,-0.0110776560805927,-0.0325659030197935,0.0132519778276614,0.1651982455121441,0.0,0.0,6.6732119999999995
2018-02-07,12.688496011067407,12.847340477906007,12.300915511981223,12.377160856063751,50879500.0,11.9514576849363,12.54871288024944,11.900627455547951,12.54871288024944,53949700.0,756914100.0,61.779888466296605,49.137654113338094,0.5456150677874358,0.5526173495539789,-0.007002281766543,11.92000648050226,13.320091419017912,10.519921541986603,0.2785391058655209,0.2213572354797249,0.718228418998768,12.621145957127842,12.562691193331236,11.92000648050226,12.4994199471384,12.383457499814543,11.974912028151532,0.0598425041147847,0.0235187222451944,0.0330825653924335,-0.013765193132742,-0.1715520241856882,0.0,0.0,6.6732119999999995
2018-02-08,12.42163730677856,12.542359101575896,11.94510390626276,12.167486159836798,42830500.0,12.688496011067407,12.847340477906007,12.300915511981223,12.377160856063751,50879500.0,714083600.0,57.41686221920576,46.88684386344897,0.4942259145475436,0.5409390625526919,-0.0467131480051482,11.99243955738066,13.281987268627104,10.702891846134216,0.2226725225879093,0.2426666595831928,0.6615240178599046,12.448323177207444,12.54871288024944,11.99243955738066,12.3887753513712,12.344189983454951,11.993252421645368,-0.0212558609963489,-0.0240251795869901,-0.0293522120125273,-0.0170855825877338,-0.2096746962269531,0.0,0.0,6.43910399999748
2018-02-09,12.091240815754272,12.319976848001856,11.760844324729982,11.887919898200863,55015300.0,12.42163730677856,12.542359101575896,11.94510390626276,12.167486159836798,42830500.0,659068300.0,52.13050996183157,44.24582296537327,0.4260299711715696,0.5179572442764675,-0.0919272731048979,12.041045964233271,13.234291012342506,10.84780091612404,0.2542146767882781,0.3146393080977567,0.6121217940464412,12.27295888581763,12.470561402564847,12.041045964233271,12.221823533647756,12.261231786136026,11.983220752745892,-0.0269586051233163,-0.0178895647507748,-0.0155457432504975,-0.0232445753406564,-0.2795662616359351,0.0,0.0,6.43910399999748
2018-02-14,12.078533258407184,12.300915511981223,12.046764365039463,12.218316389225151,33844000.0,12.091240815754272,12.319976848001856,11.760844324729982,11.887919898200863,55015300.0,692912300.0,57.15148197310088,41.79344641716011,0.3941014738371002,0.493186090188594,-0.0990846163514937,12.104583750968713,13.188478801084852,11.020688700852572,0.2468833450887724,0.3225122533056445,0.5560264286757064,12.2399192367152,12.436886375595066,12.104583750968713,12.220654485506888,12.253428986697685,12.005610813362964,-0.0010515248077203,-0.0015483874061295,0.0240203702414696,0.0274134193146897,0.3303964910242882,0.0,0.0,6.43910399999748
2018-02-15,12.38986841341084,12.415283528105016,12.180193717183888,12.319976848001856,27429900.0,12.078533258407184,12.300915511981223,12.046764365039463,12.218316389225151,33844000.0,720342200.0,58.59070519117189,39.806313913704,0.3727047507129395,0.4690898222934632,-0.0963850715805236,12.169392293438865,13.13566897131339,11.203115615564336,0.1899981688576159,0.3241914867398825,0.4956894768120125,12.194172030265683,12.431167974788876,12.169392293438865,12.253761939671875,12.265528597843897,12.035550435709524,0.025449309069363,0.0092545647662056,0.0110150602306777,0.0082859096538721,0.1016604587767044,0.0,0.0,6.43910399999748
2018-02-16,12.364453298716665,12.440698642799193,12.269146618613505,12.319976848001856,27617900.0,12.38986841341084,12.415283528105016,12.180193717183888,12.319976848001856,27429900.0,747960100.0,58.59070519117189,38.02670207064289,0.3516935887129513,0.4456105755773608,-0.0939169868644095,12.222446345362954,13.094894659402726,11.349998031323182,0.1775423585514595,0.3191884165623927,0.4475565417589984,12.182735228653303,12.401940592890574,12.222446345362954,12.27583357578187,12.275428279690797,12.06263866545165,-0.0020533888118419,0.0020449904877275,0.0072765393828695,0.0,0.0,0.0,0.0,6.43910399999748
2018-02-19,12.42163730677856,12.771095133823485,12.42163730677856,12.752033797802849,34589500.0,12.364453298716665,12.440698642799193,12.269146618613505,12.319976848001856,27617900.0,782549600.0,64.47256304743493,37.16447880914048,0.3656900294240035,0.4296264663466894,-0.0639364369226859,12.280265731292204,13.131917417336645,11.428614045247766,0.3088746893343922,0.2656668101747694,0.4368880966992082,12.299644756246517,12.373983966726978,12.280265731292204,12.434566983122195,12.362083828438442,12.128295344723194,0.0046142096735155,0.0262111779626659,0.0123521899909517,0.0344686935536864,0.4320569498009927,0.0,0.0,6.43910399999748
2018-02-20,12.631312003005512,13.22856719831865,12.593189330964249,13.107845403521312,52288000.0,12.42163730677856,12.771095133823485,12.42163730677856,12.752033797802849,34589500.0,834837600.0,68.44737009697042,37.22258967556536,0.4008723258284501,0.4238756382430416,-0.0230033124145915,12.35905258684415,13.210821823221798,11.507283350466505,0.3767099596048956,0.3348795669526841,0.4369483987477839,12.543629857310604,12.408294371564118,12.35905258684415,12.658993123255236,12.497676842089874,12.22158582651349,0.0167389147970533,0.0351942481217926,0.0137162424704673,0.0275201642749136,0.3558116057184648,0.0,0.0,6.43910399999748
2018-02-21,13.08243028882714,13.266689870359912,13.031600059438787,13.139614296889034,41554800.0,12.631312003005512,13.22856719831865,12.593189330964249,13.107845403521312,52288000.0,876392400.0,68.78319070678516,37.34017641909299,0.426402728170915,0.4243810562286164,0.0020216719422986,12.436886375595066,13.27513642517562,11.59863632601451,0.4022599307135705,0.4063858384413586,0.4300132022519778,12.72788943884338,12.48390433777929,12.436886375595066,12.81920018113317,12.614392742962448,12.3090171094064,0.0350913198112698,0.0028776998276152,0.0342210431824474,0.0024207225570678,0.0317688933677207,0.0,0.0,6.43910399999748
