date,open,high,low,close,volume,prev_open,prev_high,prev_low,prev_close,prev_volume,volume_obv,volume_vwap,momentum_rsi,trend_adx,trend_macd,trend_macd_signal,trend_macd_diff,volatility_bbm,volatility_bbh,volatility_bbl,sent_score_news,sent_score_twitter
2020-07-17,17.05057532733709,17.05807668031876,17.03557262137375,17.05057532733709,1973015.612997856,16.93805503261203,17.00556720944707,16.93805503261203,16.975561797520385,6119472.488769631,244437524.9641384,16.803459495877046,58.25245020192122,20.05797561004829,0.436432178122299,0.441623515664998,-0.0051913375426989,16.540483324583494,17.541401083381167,15.53956556578582,1.2770051363556294,4.439071689360443
2020-07-20,17.095583445227113,17.095583445227113,17.065578033300433,17.095583445227113,2782977.2017349238,17.05057532733709,17.05807668031876,17.03557262137375,17.05057532733709,1973015.612997856,247220502.16587332,16.879627520905192,58.71555505728856,19.77141613443856,0.4231983656189086,0.4379384856557802,-0.0147401200368715,16.608745636716698,17.564547534511547,15.65294373892185,-0.3156096344605168,-0.156439780980556
2020-07-21,17.4556483883473,17.508157859218993,17.4556483883473,17.50065650623732,3136930.792580941,17.095583445227113,17.095583445227113,17.065578033300433,17.095583445227113,2782977.2017349238,250357432.95845428,16.944647282157803,62.72340765073948,20.10101221592477,0.4403207411384997,0.4384149367523241,0.0019058043861756,16.672882204709982,17.68562903344434,15.660135375975624,-0.3156096344605168,-0.156439780980556
2020-07-22,17.380634858530595,17.380634858530595,17.35813079958558,17.35813079958558,1809752.416028288,17.4556483883473,17.508157859218993,17.4556483883473,17.50065650623732,3136930.792580941,248547680.542426,17.002605519367943,60.4979937956415,20.18795243933088,0.4373482354891713,0.4382015964996936,-0.0008533610105222,16.751271343368437,17.720403183242446,15.78213950349443,1.2770051363556294,-0.1279846015976396
2020-07-23,16.96089536602729,16.97589836944704,16.96089536602729,16.96089536602729,709235.4803614963,17.380634858530595,17.380634858530595,17.35813079958558,17.35813079958558,1809752.416028288,247838445.0620645,17.00818801928544,54.67544750033584,19.422701872813747,0.3983470271269063,0.4302306826251361,-0.0318836554982298,16.796296274981973,17.71522741828066,15.877365131683288,2.869619907171776,-0.156439780980556
2020-07-24,17.08842089509517,17.10342389851492,17.08842089509517,17.10342389851492,1960879.0442582376,16.96089536602729,16.97589836944704,16.96089536602729,16.96089536602729,709235.4803614963,249799324.10632277,17.01631854024404,56.30057058633284,18.92322915257687,0.3746207550514739,0.4191086971104037,-0.0444879420589298,16.86982648921765,17.62543059435939,16.114222384075912,-0.3156096344605168,-0.156439780980556
2020-07-27,17.418486970329663,17.425988472039542,17.410985468619792,17.425988472039542,909234.5177488148,17.08842089509517,17.10342389851492,17.08842089509517,17.10342389851492,1960879.0442582376,250708558.62407157,17.05146734350052,59.8124812950229,18.97030073966645,0.377494259945319,0.4107858096773868,-0.0332915497320678,16.93285512904463,17.652349004824043,16.213361253265216,-0.3156096344605168,-0.156439780980556
2020-07-28,17.13342990535442,17.140931407064294,17.12592840364454,17.140931407064294,1322848.5682770456,17.418486970329663,17.425988472039542,17.410985468619792,17.425988472039542,909234.5177488148,249385710.0557945,17.058841346187,55.56284285746793,18.39796777567737,0.35270405762828,0.3991694592675655,-0.0464654016392854,16.973004359693924,17.643153265900295,16.302855453487552,-0.3156096344605168,-0.156439780980556
2020-07-29,17.373477960070417,17.388480963490167,17.36597645836054,17.380979461780292,2934628.72716249,17.13342990535442,17.140931407064294,17.12592840364454,17.140931407064294,1322848.5682770456,252320338.782957,17.115356889934446,58.25276054272325,18.268406212300043,0.3484112475552017,0.3890178169250928,-0.0406065693698911,17.028906669569853,17.63639973797685,16.421413601162858,-0.3156096344605168,-0.156439780980556
2020-07-30,17.09592239680504,17.10342389851492,17.07341789167542,17.10342389851492,1016710.7831967064,17.373477960070417,17.388480963490167,17.36597645836054,17.380979461780292,2934628.72716249,251303627.99976027,17.13550033463237,54.16970207256572,17.528240836694096,0.3189362517382541,0.3750015038877251,-0.0560652521494709,17.05555342767009,17.62589437175996,16.485212483580224,-0.3156096344605168,11.908556277376
2020-07-31,16.705844307891542,16.74335181644092,16.690841304471792,16.705844307891542,10972908.643539438,17.09592239680504,17.10342389851492,17.07341789167542,17.10342389851492,1016710.7831967064,240330719.35622084,17.064733467895163,48.88408817332359,16.44280208935003,0.2604929543192611,0.3520997939740323,-0.0916068396547711,17.066071882729993,17.601392358600965,16.53075140685902,-0.3156096344605168,-0.156439780980556
2020-08-03,16.323267720687923,16.345772225817544,16.315766218978045,16.323267720687923,1956573.9324269404,16.705844307891542,16.74335181644092,16.690841304471792,16.705844307891542,10972908.643539438,238374145.4237939,17.014249937605552,44.395057231723015,16.070113773481584,0.1812165353756647,0.3179231422543588,-0.136706606878694,17.03870812597554,17.660220954246224,16.417195297704854,-0.3156096344605168,-0.156439780980556
2020-08-04,16.330769222397794,16.345772225817544,16.30826471726817,16.338270724107673,2069106.210027288,16.323267720687923,16.345772225817544,16.315766218978045,16.323267720687923,1956573.9324269404,240443251.6338212,16.961028393979376,44.60987092413978,15.736457582302986,0.1182370560160066,0.2779859250066884,-0.1597488689906817,17.02034600767191,17.699204056576097,16.341487958767726,-0.3156096344605168,-0.156439780980556
2020-08-05,17.380979461780292,17.403483966909914,17.358474956650667,17.403483966909914,6747914.350804003,16.330769222397794,16.345772225817544,16.30826471726817,16.338270724107673,2069106.210027288,247191165.9846252,17.030770045792906,57.24048273669735,15.62130998169511,0.1525210040231108,0.2528929408099729,-0.100371936786862,17.040241845545054,17.73922691669444,16.341256774395667,-0.3156096344605168,-0.156439780980556
2020-08-06,17.35097345494079,17.358474956650667,17.313465946391414,17.35097345494079,915772.0764889708,17.380979461780292,17.403483966909914,17.358474956650667,17.403483966909914,6747914.350804003,246275393.90813625,17.037138451322576,56.55584024665245,15.429686462970931,0.1734546431989656,0.2370052812877714,-0.0635506380888057,17.076640607923,17.760579951708053,16.392701264137948,-0.3156096344605168,-0.156439780980556
2020-08-07,17.065916389965544,17.07341789167542,17.050913386545794,17.07341789167542,1501809.6441190196,17.35097345494079,17.358474956650667,17.313465946391414,17.35097345494079,915772.0764889708,244773584.2640172,17.034725729506423,52.95071189176102,14.757449484735064,0.165737766928693,0.2227517784159557,-0.0570140114872627,17.085284089121586,17.764456056764118,16.406112121479055,2.869619907171776,0.0569740643913169
2020-08-10,17.56101550281729,17.568517004527166,17.553514001107413,17.56101550281729,3500578.773513836,17.065916389965544,17.07341789167542,17.050913386545794,17.07341789167542,1501809.6441190196,248274163.03753105,17.045682352083716,58.01411912654255,14.876109620875583,0.1966997072988725,0.2175413641925391,-0.0208416568936666,17.129184412700692,17.8121665787533,16.446202246648085,-0.3156096344605168,-0.156439780980556
2020-08-11,17.33597045152104,17.358474956650667,17.313465946391414,17.358474956650667,1206468.0202995325,17.56101550281729,17.568517004527166,17.553514001107413,17.56101550281729,3500578.773513836,247067695.0172315,17.03985708440018,55.34947978591676,14.532046104603348,0.2025589650764736,0.214544884369326,-0.0119859192928524,17.136702973535613,17.826273639083393,16.447132307987832,-3.5008391760928093,-0.156439780980556
2020-08-12,17.538510997687663,17.54601249939754,17.508504990848166,17.508504990848166,925253.2245000816,17.33597045152104,17.358474956650667,17.313465946391414,17.358474956650667,1206468.0202995325,247992948.2417316,17.05297338719223,56.927651306996935,14.49484292633518,0.2168093952362006,0.214997786542701,0.0018116086934996,17.135970194818906,17.82392586847287,16.448014521164943,-0.3156096344605168,-0.156439780980556
2020-08-13,17.043411884835916,17.08091939338529,17.035910383126044,17.08091939338529,4425451.671877227,17.538510997687663,17.54601249939754,17.508504990848166,17.508504990848166,925253.2245000816,243567496.56985435,17.0521853125826,51.35641103917935,13.592661396647696,0.1913941074413863,0.2102770507224381,-0.0188829432810518,17.14123807461215,17.82580505748931,16.456671091734993,-0.3156096344605168,-0.156439780980556
2020-08-14,16.96839686773717,16.98339987115692,16.96839686773717,16.98339987115692,594181.9480364601,17.043411884835916,17.08091939338529,17.035910383126044,17.08091939338529,4425451.671877227,242973314.6218179,17.042727386142584,50.15092889041404,12.637583653967557,0.1615213803880095,0.2005259166555524,-0.0390045362675428,17.137879301803146,17.824847613715498,16.450910989890794,-0.3156096344605168,-0.156439780980556
2020-08-17,16.900883352348295,16.938390860897666,16.900883352348295,16.915886355768045,3880805.140231755,16.96839686773717,16.98339987115692,16.96839686773717,16.98339987115692,594181.9480364601,239092509.48158613,17.02852197133011,49.28835895559431,11.841276046706858,0.1308904291284136,0.1865988191501247,-0.055708390021711,17.12889444733019,17.82250884802648,16.4352800466339,-0.3156096344605168,-0.156439780980556
2020-08-18,17.275958437842043,17.275958437842043,17.260955434422293,17.268456936132168,663352.5451530461,16.900883352348295,16.938390860897666,16.900883352348295,16.915886355768045,3880805.140231755,239755862.0267392,17.007028675748153,53.76099770213085,11.499342754939454,0.133525480231814,0.1759841513664625,-0.0424586711346485,17.11728446882493,17.79316604307981,16.44140289457005,-0.3156096344605168,-0.156439780980556
2020-08-19,17.200943420743293,17.21594642416304,17.185940417323543,17.185940417323543,1061205.9405888296,17.275958437842043,17.275958437842043,17.260955434422293,17.268456936132168,663352.5451530461,238694656.08615035,17.00981530654754,52.5918901990957,11.030825047164132,0.1274858067442501,0.16628448244202,-0.0387986756977699,17.10867494971183,17.776402996138287,16.440946903285372,-0.3156096344605168,-0.156439780980556
2020-08-20,17.065916389965544,17.07341789167542,17.050913386545794,17.065916389965544,1544346.9095648655,17.200943420743293,17.21594642416304,17.185940417323543,17.185940417323543,1061205.9405888296,237150309.1765855,17.117450254201074,50.859401717707534,10.31940942855198,0.1117264728351905,0.1553728805206541,-0.0436464076854636,17.11392600090874,17.77856751905617,16.44928448276131,-0.3156096344605168,-0.156439780980556
2020-08-21,16.908384854058166,16.923387857477916,16.900883352348295,16.908384854058166,789791.1066231596,17.065916389965544,17.07341789167542,17.050913386545794,17.065916389965544,1544346.9095648655,236360518.06996232,17.163750366668527,48.59662510641071,9.810849585644878,0.0855395619470442,0.1414062168059321,-0.0558666548588879,17.104174048685902,17.77484186447513,16.433506232896676,2.869619907171776,-0.156439780980556
2020-08-24,17.19344191903342,17.208444922453168,17.185940417323543,17.185940417323543,220078.3070141407,16.908384854058166,16.923387857477916,16.900883352348295,16.908384854058166,789791.1066231596,236580596.3769765,17.225589031562368,52.59821215641287,9.468125350779244,0.0861891261333767,0.1303627986714211,-0.0441736725380443,17.092171645950106,17.747796028994326,16.436547262905886,-0.3156096344605168,-0.156439780980556
2020-08-25,17.10342389851492,17.11092540022479,17.09592239680504,17.10342389851492,403559.0376363144,17.19344191903342,17.208444922453168,17.185940417323543,17.185940417323543,220078.3070141407,236177037.33934012,17.172498845297632,51.31913826250999,8.952236688916884,0.0791333173586359,0.120116902408864,-0.0409835850502281,17.090296270522636,17.745566507361538,16.435026033683734,1.2770051363556294,-0.156439780980556
2020-08-26,16.638330792502668,16.653333795922418,16.623327789082918,16.653333795922418,1203092.3445300886,17.10342389851492,17.11092540022479,17.09592239680504,17.10342389851492,403559.0376363144,234973944.99481007,17.13641671690837,44.90468615990551,9.099323115278874,0.0367988342957339,0.103453288786238,-0.0666544544905041,17.05391398722974,17.721276181575735,16.386551792883747,-0.3156096344605168,-0.156439780980556
