date,open,high,low,close,volume,prev_open,prev_high,prev_low,prev_close,prev_volume,volume_obv,momentum_rsi,trend_adx,trend_macd,trend_macd_signal,trend_macd_diff,volatility_bbm,volatility_bbh,volatility_bbl,vol_5,vol_10,vol_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,lr_open,lr_high,lr_low,lr_close,r_volume,sent_score_news,sent_score_twitter,selic,ipca
2018-02-01,7.285320728458043,7.36906004717595,7.221120584107646,7.304859902825554,33615600.0,7.399764464039184,7.408138395910974,7.271364175338391,7.307651213449484,24812700.0,771662700.0,70.78283677570673,42.277744912295866,0.2443523968997185,0.1920665570437479,0.0522858398559706,6.862297603401407,7.47626533151533,6.248329875287484,0.0628323959444745,0.2494905366098426,0.3149587989618942,7.333331271189643,7.115329911460688,6.862297603401407,7.26402509698615,7.131507073515694,6.921126485293855,-0.0155867059722862,-0.0052890187517906,-0.0069337720014381,-0.000382043939699,-0.0027913106239294,0.0,0.0,6.6732119999999995,2.84
2018-02-02,7.176459614124761,7.332773009064857,7.156920439757249,7.2350771372272975,15558000.0,7.285320728458043,7.36906004717595,7.221120584107646,7.304859902825554,33615600.0,756104700.0,66.74322455845001,42.97487274918851,0.2384967379239455,0.2013525932197875,0.037144144704158,6.896909855138143,7.512982589641084,6.280837120635203,0.035996004144536,0.2158581464904354,0.3160386444549606,7.292019873955475,7.163619585254682,6.896909855138143,7.254375777066533,7.150337994190531,6.951026547382755,-0.0150552930508496,-0.004936406454822,-0.0089303641454683,-0.0095988450579806,-0.0697827655982568,0.0,0.0,6.6732119999999995,2.84
2018-02-05,7.156920439757249,7.204372720364064,7.028520151056456,7.06201587854362,31220700.0,7.176459614124761,7.332773009064857,7.156920439757249,7.2350771372272975,15558000.0,724884000.0,57.91560382753816,42.41768678700167,0.2173856028436711,0.2045591951445642,0.0128264076991068,6.920496429910355,7.523794425872839,6.317198433947872,0.1098514613050692,0.2022464589974051,0.3094853418569324,7.247917166097376,7.177855269436726,6.920496429910355,7.190255810892229,7.1342794277092745,6.961596959874266,-0.0027263892253288,-0.017665589966926,-0.0181036034362682,-0.0242104757505992,-0.1730612586836777,0.0,0.0,6.6732119999999995,2.84
2018-02-06,6.891745930483872,7.000607044817152,6.827545786133475,6.964320006706059,36529800.0,7.156920439757249,7.204372720364064,7.028520151056456,7.06201587854362,31220700.0,688354200.0,53.60532419575538,40.37947259989777,0.1905748080576259,0.2017623177271766,-0.0111875096695506,6.9323595000620575,7.529273233235722,6.335445766888393,0.1542890477229478,0.1840440828314309,0.3062102841492571,7.174784827750403,7.18929964299484,6.9323595000620575,7.114943876163506,7.103377714799598,6.9618562976677705,-0.0377553286953811,-0.0286912979658027,-0.0290108983571748,-0.0139305735359471,-0.0976958718375611,0.0,0.0,6.6732119999999995,2.84
2018-02-07,7.025728840432526,7.07318112103934,6.925241657971035,6.97548524920178,19808400.0,6.891745930483872,7.000607044817152,6.827545786133475,6.964320006706059,36529800.0,708162600.0,54.02643335316016,38.84188917506332,0.1682880815376455,0.1950674704892704,-0.0267793889516248,6.952317371023159,7.526541190126455,6.378093551919863,0.1542890477229498,0.1631626582726952,0.2945706038258219,7.1083516349008615,7.201023147615348,6.952317371023159,7.068457667176265,7.080124539236358,6.963154293051962,0.0192545057901363,0.0103134591282731,0.0142076674446833,0.0016019226493333,0.0111652424957213,0.0,0.0,6.6732119999999995,2.84
2018-02-08,6.964320006706059,7.022937529808595,6.715893361176264,6.827545786133475,20726700.0,7.025728840432526,7.07318112103934,6.925241657971035,6.97548524920178,19808400.0,687435900.0,47.83144361110033,36.12336131163804,0.1371077194719561,0.1834755202858075,-0.0463678008138514,6.967530013923579,7.510768903886261,6.424291123960896,0.1499092334793988,0.2006631167681411,0.2786756705562409,7.012888811562446,7.173110041376044,6.967530013923579,6.988153706828669,7.034201129581288,6.950239197154962,-0.008778986949697,-0.0071287430607531,-0.0306960871571768,-0.0214366145878346,-0.1479394630683046,0.0,0.0,6.43910399999748,2.84
2018-02-09,6.808006611765964,6.824754475509545,6.509336375005423,6.618197489338704,25271700.0,6.964320006706059,7.022937529808595,6.715893361176264,6.827545786133475,20726700.0,662164200.0,40.71645331816833,34.48846928209111,0.0944160307078361,0.1656636223702132,-0.0712475916623771,6.9679487105171685,7.510095970114549,6.425801450919788,0.1733469071765287,0.2427639792591441,0.2781156759946013,6.889512881984727,7.090766377970101,6.9679487105171685,6.864834967665347,6.958564104082636,6.918616177362938,-0.0227006099696984,-0.0286252159113586,-0.031239349064241,-0.0311422301817121,-0.2093482967947713,0.0,0.0,6.43910399999748,2.84
2018-02-14,6.841502339253127,6.928032968594966,6.687980254936962,6.768928263030939,30414600.0,6.808006611765964,6.824754475509545,6.509336375005423,6.618197489338704,25271700.0,692578800.0,46.847083289805184,32.406816948245364,0.0719162675466336,0.1469141514054973,-0.0749978838588637,6.979253518544087,7.494219010563413,6.46428802652476,0.1481552372882285,0.2518459054395044,0.2641717234413545,6.830895358882192,7.039406262489784,6.979253518544087,6.832866066120545,6.924084860255054,6.904360185521795,0.0049079853121922,0.0150195638555801,0.027074411764957,0.0225197173061779,0.1507307736922349,0.0,0.0,6.43910399999748,2.84
2018-02-15,6.866624134868499,7.003398355441084,6.838711028629197,6.972693938577851,27172200.0,6.841502339253127,6.928032968594966,6.687980254936962,6.768928263030939,30414600.0,719751000.0,53.80222202463029,30.1008541157097,0.0697235010959103,0.1314760213435799,-0.0617525202476696,6.997397037599633,7.483797711145016,6.51099636405425,0.1500754588144825,0.2304797500453074,0.2495182807486004,6.8325701452565495,7.003677486503477,6.997397037599633,6.879475356939647,6.932922874495562,6.910868162003324,0.0036652453982957,0.0108195806018698,0.0222873443034326,0.0296588873139396,0.2037656755469115,0.0,0.0,6.43910399999748,2.84
2018-02-16,7.0117722873128745,7.087137674158992,6.939198211090687,7.064807189167549,16946700.0,6.866624134868499,7.003398355441084,6.838711028629197,6.972693938577851,27172200.0,736697700.0,56.56888009115785,28.376830106207773,0.0745590174439989,0.1200926205636637,-0.0455336031196648,7.017494474091931,7.479550316005847,6.555438632178015,0.1746455046590831,0.2064320519067638,0.2370296456290791,6.850434533249704,6.979393084075282,7.017494474091931,6.941252634348948,6.956901840799559,6.92552902173325,0.0209178986616809,0.0118860353382561,0.0145869685318835,0.0131240698596009,0.0921132505896986,0.0,0.0,6.43910399999748,2.84
2018-02-19,7.142963886637597,7.201581409740133,7.06201587854362,7.092720295406853,12428400.0,7.0117722873128745,7.087137674158992,6.939198211090687,7.064807189167549,16946700.0,749126100.0,57.40141098440884,27.308288415097188,0.0797245385284695,0.1120190041566249,-0.0322944656281554,7.03675451739705,7.477125591758914,6.596383443035186,0.2037886165346011,0.1782450915350737,0.2259055945898769,6.903469435104379,6.958179123333413,7.03675451739705,6.991741854701584,6.981596105273612,6.941452000178355,0.0185373085716993,0.0160190962109845,0.0175443096509098,0.0039432227750402,0.0279131062393034,0.0,0.0,6.43910399999748,2.84
2018-02-20,7.0592245679196886,7.190416167244413,6.981067870449642,7.129007333517946,27925800.0,7.142963886637597,7.201581409740133,7.06201587854362,7.092720295406853,12428400.0,777051900.0,58.5147341434236,25.854842848025783,0.0857577499564641,0.1067667533165927,-0.0210090033601286,7.05559586410858,7.477510936638434,6.633680791578725,0.1444135745992519,0.162387226125189,0.216437865417034,7.005631403940226,6.947572142962477,7.05559586410858,7.037497014307037,7.008398146772581,6.959314412877363,-0.0117925894898236,-0.0015515906914187,-0.0115286508439469,0.0051030532723204,0.0362870381110935,0.0,0.0,6.43910399999748,2.84
2018-02-21,7.215537962859785,7.606321450210024,7.201581409740133,7.553286548355349,48833400.0,7.0592245679196886,7.190416167244413,6.981067870449642,7.129007333517946,27925800.0,825885300.0,68.78664781060718,26.097229129318634,0.1233529640827315,0.1100839954698205,0.013268968612911,7.087277239690188,7.5561492152039555,6.61840526417642,0.225984135754453,0.2509945519689068,0.240526248388263,7.1625030610051095,6.996699209943651,7.087277239690188,7.209426858989809,7.107468765242174,7.015883187684791,0.0219015402725644,0.0562306198731001,0.0310987470380439,0.0578107721382485,0.4242792148374024,0.0,0.0,6.43910399999748,2.84
2018-02-22,7.452799365893859,7.611904071457885,7.285320728458043,7.293694660329833,51529200.0,7.215537962859785,7.606321450210024,7.201581409740133,7.553286548355349,48833400.0,774356100.0,59.138349426552686,26.33974191656089,0.1306939873410737,0.1142059938440711,0.0164879934970025,7.109468159150434,7.573279508871178,6.645656809429689,0.2030090875764319,0.2673519329700637,0.2379302021324402,7.226703205355506,7.029636675306028,7.109468159150434,7.23751612610315,7.141328018894475,7.042341423174795,0.0323529644517657,0.0007336757482439,0.0115608224010761,-0.0349725432101206,-0.2595918880255157,0.0,0.0,6.43910399999748,2.84
2018-02-23,7.383016600295602,7.539329995235699,7.36906004717595,7.494669025252814,23802600.0,7.452799365893859,7.611904071457885,7.285320728458043,7.293694660329833,51529200.0,798158700.0,63.4165881837695,26.564932361857263,0.1509882541915672,0.1215624459135703,0.0294258082779968,7.141289100263239,7.618912935626336,6.663665264900142,0.2082605816673234,0.3036191025285016,0.2450158577612109,7.312675572572559,7.08155505291113,7.141289100263239,7.323233759153039,7.205571838232355,7.08542024242032,-0.0094074071018954,-0.0095800290529726,0.0114286958236227,0.0271817414223525,0.2009743649229811,0.0,0.0,6.43910399999748,2.84
2018-02-26,7.575617033346791,7.65377373081684,7.5449126164835585,7.597947518338233,18080700.0,7.383016600295602,7.539329995235699,7.36906004717595,7.494669025252814,23802600.0,816239400.0,65.42025196394462,27.155910037309468,0.173406397136044,0.1319312361580651,0.0414751609779788,7.165852633753825,7.682746085020599,6.64895918248705,0.1971285933314515,0.3287095344972301,0.2651607456671467,7.413721017158835,7.158595226131607,7.165852633753825,7.414805012214771,7.276912870978878,7.134232363936312,0.0257524961024147,0.0150655063296438,0.0235833501360858,0.0136861762684463,0.1032784930854191,0.0,0.0,6.43910399999748,2.84
2018-02-27,7.578408343970722,7.578408343970722,7.343938251560577,7.388599221543462,21748200.0,7.575617033346791,7.65377373081684,7.5449126164835585,7.597947518338233,18080700.0,794491200.0,58.43391039841542,26.496771178693585,0.1722941789335745,0.140003824713167,0.0322903542204075,7.163200888661092,7.674926240214665,6.651475537107519,0.1240265722861362,0.2736522252991508,0.2625095664535656,7.4656393947639375,7.235635399352082,7.163200888661092,7.406069748657668,7.297219480172438,7.158457778946517,0.0003683919732213,-0.0098956277542239,-0.0269982652361551,-0.0279399809843101,-0.2093482967947713,0.0,0.0,6.43910399999748,2.84
2018-02-28,7.380225289671672,7.383016600295602,7.2350771372272975,7.257407622218739,21945300.0,7.578408343970722,7.578408343970722,7.343938251560577,7.388599221543462,21748200.0,772545900.0,54.50564886540991,25.31048095905713,0.1589938897526464,0.1438018377210629,0.0151920520315834,7.161944798880325,7.672614600739687,6.651274997020963,0.1411558910482324,0.2192834628868457,0.2619680808856601,7.406463609536615,7.284483335270863,7.161944798880325,7.356515706511359,7.289980960544493,7.167881573543872,-0.0264990313964588,-0.026120888075636,-0.0149342235681273,-0.0179154782175279,-0.1311915993247225,0.0,0.0,6.43910399999748,2.84
2018-03-01,7.134589954765806,7.257407622218739,7.034102772304316,7.087137674158992,16830300.0,7.380225289671672,7.383016600295602,7.2350771372272975,7.257407622218739,21945300.0,755715600.0,49.82408023242895,23.73311641574253,0.1331787512072368,0.1416772204182977,-0.0084984692110608,7.149802597666226,7.655436710032877,6.644168485299575,0.2002617048407401,0.2036309513335155,0.2593848266819882,7.365152212302448,7.295927708828977,7.149802597666226,7.266723029060571,7.253100363019856,7.16019167836436,-0.0338493854741515,-0.0171596202828263,-0.0281708769666964,-0.0237411423048947,-0.1702699480597473,0.0,0.0,6.43910399999748,2.68
2018-03-02,7.089928984782921,7.184833545996551,6.989441802321432,7.179250924748691,27216000.0,7.134589954765806,7.257407622218739,7.034102772304316,7.087137674158992,16830300.0,782931600.0,52.21523728913808,22.460383258647685,0.1187835743174785,0.1370984911981339,-0.0183149168806553,7.143382583231187,7.644073299082879,6.642691867379495,0.1989384138088209,0.1920871097365021,0.2568489177769275,7.302068592201624,7.307372082387092,7.143382583231187,7.237565660956611,7.239673192425098,7.162006844686676,-0.0062794554848433,-0.0100503358535013,-0.0063694482854796,0.0129135036528313,0.0921132505896986,0.0,0.0,6.43910399999748,2.68
