date,open,high,low,close,volume,prev_open,prev_high,prev_low,prev_close,prev_volume,volume_obv,momentum_rsi,trend_adx,trend_macd,trend_macd_signal,trend_macd_diff,volatility_bbm,volatility_bbh,volatility_bbl,vol_5,vol_10,vol_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,lr_open,lr_high,lr_low,lr_close,r_volume
2018-01-02,6.389310018176421,6.514918996253283,6.366979533184978,6.417223124415723,20760000.0,6.330692495073885,6.392101328800351,6.299988078210652,6.322318563202093,9456600.0,640035900.0,58.0761676504919,19.88866220256506,-0.030717763366942208,-0.0759884255873303,0.045270662220388086,6.186024129312519,6.435045914104082,5.937002344520955,0.08481635142369207,0.13244537525565814,0.12774548019687576,6.306687223708083,6.1952950732345915,6.186024129312519,6.312326726154558,6.252616380649649,6.2550142929072985,0.009216655104923976,0.019031716298216095,0.010577445466852131,0.01489948684604725,0.09490456121362989
2018-01-03,6.339066426945676,6.537249481244726,6.330692495073885,6.47304933689433,13620600.0,6.389310018176421,6.514918996253283,6.366979533184978,6.417223124415723,20760000.0,653656500.0,60.65060799234964,19.612785337961622,-0.010262087747081594,-0.06284315801928056,0.052581070272198965,6.192161858772946,6.462237568814386,5.9220861487315055,0.08389270033108666,0.1510169520640959,0.13854591596327243,6.36251343618669,6.234928198823022,6.192161858772946,6.365900929734483,6.292695099966864,6.275779535191777,-0.007894777847008205,0.0034217313111613024,-0.005715557436745122,0.008661812492350318,0.05582621247860686
2018-01-04,6.523292928125074,6.587493072475471,6.495379821885772,6.542832102492587,12266700.0,6.339066426945676,6.537249481244726,6.330692495073885,6.47304933689433,13620600.0,665923200.0,63.655029573140716,19.696506942683346,0.011448101948650091,-0.047984906025694433,0.059433007974344525,6.203308596883708,6.50953489129912,5.897082302468295,0.09159157455636364,0.1695593181792336,0.15709077445473402,6.419456172914868,6.280157900634533,6.203308596883708,6.424877987320518,6.33817455497154,6.30121311302995,0.02864779243329929,0.007656353861993148,0.025681498454648954,0.010722813441371493,0.0697827655982568
2018-01-05,6.531666859996865,6.601449625595122,6.512127685629353,6.590284383099401,11709300.0,6.523292928125074,6.587493072475471,6.495379821885772,6.542832102492587,12266700.0,677632500.0,65.5795939036831,19.86856528736343,0.03211241424358491,-0.031965441971838565,0.06407785621542347,6.214340888418667,6.557421955468966,5.871259821368367,0.10532528982138516,0.17341735017875282,0.17599687390194102,6.469141502020827,6.334554271584312,6.214340888418667,6.480013452580145,6.384012705540242,6.328743710179421,0.0012828738128893846,0.0021164029063776013,0.0025751087191381306,0.007226386388609507,0.04745228060681406
2018-01-08,6.6293627318344255,6.749389088663428,6.5567886556122374,6.727058603671986,11702700.0,6.531666859996865,6.601449625595122,6.512127685629353,6.590284383099401,11709300.0,689335200.0,70.43857606106246,20.91779981538658,0.05884721310445329,-0.013802910956580197,0.07265012406103348,6.239396732733335,6.648960418246949,5.82983304721972,0.11892752266893825,0.18519536440244505,0.21010173756859007,6.5500895101148044,6.400693684119906,6.239396732733335,6.562361836277426,6.446384687018741,6.366678461940618,0.014846508116994395,0.022162730248704632,0.006834712637482809,0.020541489399187984,0.13677422057258504
2018-01-09,6.7242672930480545,6.7242672930480545,6.545623413116516,6.57632782997975,20620800.0,6.6293627318344255,6.749389088663428,6.5567886556122374,6.727058603671986,11702700.0,668714400.0,60.33089667538691,21.76880894574037,0.06709854977379415,0.0023773811894946713,0.06472116858429948,6.263548199979774,6.692319481986901,5.834776917972647,0.09293429682678661,0.16756158085171644,0.21995502666755584,6.581910451227611,6.444298837467848,6.263548199979774,6.567017167511534,6.470010713011651,6.386645068420535,0.014214286146129629,-0.003729028559866787,-0.001704303778532923,-0.022661481713223353,-0.15073077369223586
2018-01-10,6.517710306877214,6.559579966236168,6.47304933689433,6.523292928125074,12715500.0,6.7242672930480545,6.7242672930480545,6.545623413116516,6.57632782997975,20620800.0,655998900.0,57.21967605208524,21.77732644735596,0.06856791197619394,0.015615487346834525,0.05295242462935942,6.2885021729753445,6.7167442204145535,5.8602601255361355,0.08004299190996861,0.14352422335235782,0.2196835350626261,6.591959169473759,6.477236302830225,6.2885021729753445,6.552442421049381,6.479698388486818,6.399659150297158,-0.031199832511873415,-0.024796395476666566,-0.011149343624847985,-0.008097210232619556,-0.05303490185467563
2018-01-11,6.559579966236168,6.609823557466913,6.489797200637911,6.609823557466913,16356900.0,6.517710306877214,6.559579966236168,6.47304933689433,6.523292928125074,12715500.0,672355800.0,60.774006163736466,22.108123719870513,0.07584044923923194,0.027660479725314012,0.04817996951391793,6.314190256562467,6.754638408149333,5.873742104975602,0.07522569184773026,0.12587026246634136,0.22594513437202238,6.605357460468625,6.512406816691747,6.314190256562467,6.571569466521892,6.503357510119562,6.419674808122848,0.006403437035206849,0.007630388865691673,0.0025839807659249203,0.013177661465038515,0.08653062934183886
2018-01-12,6.598658314971193,6.615406178714774,6.512127685629353,6.542832102492587,11952000.0,6.559579966236168,6.609823557466913,6.489797200637911,6.609823557466913,16356900.0,660403800.0,56.83688999446993,22.451442552780772,0.07532997975518096,0.037194379731287405,0.03813560002389356,6.336805107468222,6.775439282884795,5.898170932051649,0.08041687913239125,0.11074974133460883,0.22501458423106305,6.595867004347262,6.532504253184044,6.336805107468222,6.56199034517879,6.5105347087328385,6.4314040742533,0.005939771387784232,0.0008442381252804498,0.003434953999973178,-0.010186845306993098,-0.06699145497432646
2018-01-15,6.6293627318344255,6.640527974330146,6.5651625874840285,6.609823557466913,12912600.0,6.598658314971193,6.615406178714774,6.512127685629353,6.542832102492587,11952000.0,673316400.0,59.6518284605632,22.938610529694472,0.07941562565873195,0.045638628916776315,0.03377699674195563,6.360144300482876,6.804688872020652,5.9155997289451,0.0390584057132293,0.0842772443387647,0.22804655346736388,6.572419995106247,6.561254752610526,6.360144300482876,6.5779347492748315,6.528587226684488,6.44839640598793,0.004642337942752706,0.0037902761737809154,0.008111036997087595,0.010186845306993098,0.06699145497432646
