date;value
2022-01-25;10.38
2022-01-26;10.38
2022-01-27;10.38
2022-01-28;10.38
2022-01-29;10.38
2022-01-30;10.38
2022-01-31;10.38
2022-02-01;10.54
2022-02-02;10.54
2022-02-03;10.54
2022-02-04;10.54
2022-02-05;10.54
2022-02-06;10.54
2022-02-07;10.54
2022-02-08;10.54
2022-02-09;10.54
2022-02-10;10.54
2022-02-11;10.54
2022-02-12;10.54
2022-02-13;10.54
2022-02-14;10.54
2022-02-15;10.54
2022-02-16;10.54
2022-02-17;10.54
2022-02-18;10.54
2022-02-19;10.54
2022-02-20;10.54
2022-02-21;10.54
2022-02-22;10.54
2022-02-23;10.54
2022-02-24;10.54
2022-02-25;10.54
2022-02-26;10.54
2022-02-27;10.54
2022-02-28;10.54
2022-03-01;11.3
2022-03-02;11.3
2022-03-03;11.3
2022-03-04;11.3
2022-03-05;11.3
2022-03-06;11.3
2022-03-07;11.3
2022-03-08;11.3
2022-03-09;11.3
2022-03-10;11.3
2022-03-11;11.3
2022-03-12;11.3
2022-03-13;11.3
2022-03-14;11.3
2022-03-15;11.3
2022-03-16;11.3
2022-03-17;11.3
2022-03-18;11.3
2022-03-19;11.3
2022-03-20;11.3
2022-03-21;11.3
2022-03-22;11.3
2022-03-23;11.3
2022-03-24;11.3
2022-03-25;11.3
2022-03-26;11.3
2022-03-27;11.3
2022-03-28;11.3
2022-03-29;11.3
2022-03-30;11.3
2022-03-31;11.3
2022-04-01;12.13
2022-04-02;12.13
2022-04-03;12.13
2022-04-04;12.13
2022-04-05;12.13
2022-04-06;12.13
2022-04-07;12.13
2022-04-08;12.13
2022-04-09;12.13
2022-04-10;12.13
2022-04-11;12.13
2022-04-12;12.13
2022-04-13;12.13
2022-04-14;12.13
2022-04-15;12.13
2022-04-16;12.13
2022-04-17;12.13
2022-04-18;12.13
2022-04-19;12.13
2022-04-20;12.13
2022-04-21;12.13
2022-04-22;12.13
2022-04-23;12.13
2022-04-24;12.13
2022-04-25;12.13
2022-04-26;12.13
2022-04-27;12.13
2022-04-28;12.13
2022-04-29;12.13
2022-04-30;12.13
2022-05-01;11.73
2022-05-02;11.73
2022-05-03;11.73
2022-05-04;11.73
2022-05-05;11.73
2022-05-06;11.73
2022-05-07;11.73
2022-05-08;11.73
2022-05-09;11.73
2022-05-10;11.73
2022-05-11;11.73
2022-05-12;11.73
2022-05-13;11.73
2022-05-14;11.73
2022-05-15;11.73
2022-05-16;11.73
2022-05-17;11.73
2022-05-18;11.73
2022-05-19;11.73
2022-05-20;11.73
2022-05-21;11.73
2022-05-22;11.73
2022-05-23;11.73
2022-05-24;11.73
2022-05-25;11.73
2022-05-26;11.73
2022-05-27;11.73
2022-05-28;11.73
2022-05-29;11.73
2022-05-30;11.73
2022-05-31;11.73
2022-06-01;11.89
