date,open,high,low,close,volume,open_d,high_d,low_d,close_d,volume_d,prev_open,prev_high,prev_low,prev_close,prev_volume,volume_obv,momentum_rsi,trend_adx,trend_macd,trend_macd_signal,trend_macd_diff,volatility_bbm,volatility_bbh,volatility_bbl,vol_5,vol_10,vol_20,ma_5,ma_10,ma_20,ema_5,ema_10,ema_20,lr_open,lr_high,lr_low,lr_close,r_volume
2018-02-07 11:00:00,31.535806887397825,31.789526109870977,31.49849523703413,31.78206377979824,2714600.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,30.267210775032087,31.371635625797555,30.095577183359072,30.923895821433174,17078700.0,417633800.0,56.41844546657441,24.164589230528076,0.38245392495021946,0.6058922988890943,-0.2234383739388749,31.551850897054216,32.703221201474065,30.40048059263437,0.3309860962741511,0.31052221102568467,0.5906405037842282,31.150750655644465,31.03583077252427,31.551850897054216,31.1389618961105,31.186817120235943,31.05594121074613,-0.001233502068328729,0.0014261946795852687,-0.0007441399326393316,0.014374948057522818,0.44773980436438165
2018-02-07 12:00:00,31.78206377979824,31.87907407074385,31.565656207688782,31.811913100089196,2456200.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,30.267210775032087,31.371635625797555,30.095577183359072,30.923895821433174,17078700.0,417633800.0,56.41844546657441,24.164589230528076,0.38245392495021946,0.6058922988890943,-0.2234383739388749,31.551850897054216,32.703221201474065,30.40048059263437,0.3309860962741511,0.31052221102568467,0.5906405037842282,31.150750655644465,31.03583077252427,31.551850897054216,31.1389618961105,31.186817120235943,31.05594121074613,-0.001233502068328729,0.0014261946795852687,-0.0007441399326393316,0.014374948057522818,0.44773980436438165
2018-02-07 13:00:00,31.811913100089196,31.819375430161934,31.49849523703413,31.655204168561664,2194200.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,30.267210775032087,31.371635625797555,30.095577183359072,30.923895821433174,17078700.0,417633800.0,56.41844546657441,24.164589230528076,0.38245392495021946,0.6058922988890943,-0.2234383739388749,31.551850897054216,32.703221201474065,30.40048059263437,0.3309860962741511,0.31052221102568467,0.5906405037842282,31.150750655644465,31.03583077252427,31.551850897054216,31.1389618961105,31.186817120235943,31.05594121074613,-0.001233502068328729,0.0014261946795852687,-0.0007441399326393316,0.014374948057522818,0.44773980436438165
2018-02-07 14:00:00,31.6626664986344,31.811913100089196,31.50595756710687,31.573118537761527,2137900.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,30.267210775032087,31.371635625797555,30.095577183359072,30.923895821433174,17078700.0,417633800.0,56.41844546657441,24.164589230528076,0.38245392495021946,0.6058922988890943,-0.2234383739388749,31.551850897054216,32.703221201474065,30.40048059263437,0.3309860962741511,0.31052221102568467,0.5906405037842282,31.150750655644465,31.03583077252427,31.551850897054216,31.1389618961105,31.186817120235943,31.05594121074613,-0.001233502068328729,0.0014261946795852687,-0.0007441399326393316,0.014374948057522818,0.44773980436438165
2018-02-07 15:00:00,31.573118537761527,31.692515818925358,31.297012325070156,31.47610824681591,2287300.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,30.267210775032087,31.371635625797555,30.095577183359072,30.923895821433174,17078700.0,417633800.0,56.41844546657441,24.164589230528076,0.38245392495021946,0.6058922988890943,-0.2234383739388749,31.551850897054216,32.703221201474065,30.40048059263437,0.3309860962741511,0.31052221102568467,0.5906405037842282,31.150750655644465,31.03583077252427,31.551850897054216,31.1389618961105,31.186817120235943,31.05594121074613,-0.001233502068328729,0.0014261946795852687,-0.0007441399326393316,0.014374948057522818,0.44773980436438165
2018-02-07 16:00:00,31.47610824681591,31.513419897179606,31.170152713833588,31.379097955870293,2499000.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,30.267210775032087,31.371635625797555,30.095577183359072,30.923895821433174,17078700.0,417633800.0,56.41844546657441,24.164589230528076,0.38245392495021946,0.6058922988890943,-0.2234383739388749,31.551850897054216,32.703221201474065,30.40048059263437,0.3309860962741511,0.31052221102568467,0.5906405037842282,31.150750655644465,31.03583077252427,31.551850897054216,31.1389618961105,31.186817120235943,31.05594121074613,-0.001233502068328729,0.0014261946795852687,-0.0007441399326393316,0.014374948057522818,0.44773980436438165
2018-02-08 11:00:00,30.968669801869613,31.147765723615365,30.85673485077852,31.05075543266975,1257800.0,31.6626664986344,31.87907407074385,31.170152713833588,31.379097955870293,16771200.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,434405000.0,56.48743148155937,22.703497619153264,0.3686962240325755,0.5584530839177906,-0.18975685988521507,31.5093156156396,32.619478362170845,30.399152869108356,0.34322662480899346,0.2583111421249008,0.5695014726162283,31.170152713833584,31.125378733397145,31.5093156156396,31.21900724936377,31.221777272169458,31.086718043615097,0.04630680199963422,0.014619453963603757,0.03582690955644674,0.0002378404102065801,0.007462330072737444
2018-02-08 12:00:00,31.05075543266975,31.438796596452214,30.991056792087832,31.311936985215638,2937000.0,31.6626664986344,31.87907407074385,31.170152713833588,31.379097955870293,16771200.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,434405000.0,56.48743148155937,22.703497619153264,0.3686962240325755,0.5584530839177906,-0.18975685988521507,31.5093156156396,32.619478362170845,30.399152869108356,0.34322662480899346,0.2583111421249008,0.5695014726162283,31.170152713833584,31.125378733397145,31.5093156156396,31.21900724936377,31.221777272169458,31.086718043615097,0.04630680199963422,0.014619453963603757,0.03582690955644674,0.0002378404102065801,0.007462330072737444
2018-02-08 13:00:00,31.319399315288376,31.356710965652077,31.088067083033444,31.147765723615365,1759900.0,31.6626664986344,31.87907407074385,31.170152713833588,31.379097955870293,16771200.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,434405000.0,56.48743148155937,22.703497619153264,0.3686962240325755,0.5584530839177906,-0.18975685988521507,31.5093156156396,32.619478362170845,30.399152869108356,0.34322662480899346,0.2583111421249008,0.5695014726162283,31.170152713833584,31.125378733397145,31.5093156156396,31.21900724936377,31.221777272169458,31.086718043615097,0.04630680199963422,0.014619453963603757,0.03582690955644674,0.0002378404102065801,0.007462330072737444
2018-02-08 14:00:00,31.155228053688106,31.2671630047792,30.968669801869613,31.05075543266975,2081200.0,31.6626664986344,31.87907407074385,31.170152713833588,31.379097955870293,16771200.0,30.229899124668385,31.416409606233994,30.07319019314085,31.371635625797555,17165600.0,434405000.0,56.48743148155937,22.703497619153264,0.3686962240325755,0.5584530839177906,-0.18975685988521507,31.5093156156396,32.619478362170845,30.399152869108356,0.34322662480899346,0.2583111421249008,0.5695014726162283,31.170152713833584,31.125378733397145,31.5093156156396,31.21900724936377,31.221777272169458,31.086718043615097,0.04630680199963422,0.014619453963603757,0.03582690955644674,0.0002378404102065801,0.007462330072737444
